#	queens	moves	run time
527	1	2	23634
528	1	5	54613
529	2	0	7985
530	2	3	30979
531	1	1	16287
532	1	2	25230
533	2	6	61958
534	3	2	24911
535	1	3	30979
536	1	3	30979
537	2	0	7984
538	1	7	102838
539	1	3	31937
540	1	2	23953
541	1	1	15969
542	2	3	31618
543	1	3	31618
544	1	0	7984
545	2	3	31617
546	2	3	32256
547	2	2	23633
548	1	5	52057
549	1	4	39602
550	2	0	7985
551	1	3	30979
552	2	4	39602
553	1	1	15969
554	2	5	47587
555	3	1	16288
556	1	1	16288
557	2	5	47906
558	1	2	23315
559	1	3	32256
560	1	1	15968
561	2	3	31937
562	1	7	63555
563	2	8	77608
564	2	2	23953
565	3	0	7984
566	2	7	94215
567	2	1	15649
568	1	6	54612
569	1	1	15969
570	1	7	70900
571	3	1	15969
572	1	1	15650
573	1	4	40880
574	3	0	7984
575	1	3	30979
576	2	1	17885
577	1	1	15650
578	4	0	7985
579	1	2	23953
580	1	3	31618
581	1	5	47905
582	2	3	31299
583	1	2	23315
584	1	2	23953
585	2	0	8303
586	1	3	31937
587	1	6	66110
588	1	1	15969
589	1	4	39602
590	1	4	39602
591	1	2	23953
592	1	3	30659
593	1	4	41199
594	2	2	22995
595	2	6	58125
596	3	3	35131
597	2	0	7984
598	3	3	32576
599	2	4	39602
600	2	5	47267
601	1	5	47906
602	1	3	31937
603	3	0	8304
604	2	6	56210
605	1	3	35451
606	2	7	66110
607	2	2	23634
608	4	0	8304
609	2	0	7985
610	2	4	39283
611	1	3	31298
612	1	2	24273
613	4	0	8304
614	2	2	23314
615	2	4	44712
616	2	3	31618
617	3	4	39921
618	1	1	15650
619	1	3	31937
620	1	2	23953
621	1	0	8304
622	2	2	23633
623	1	1	16288
624	3	0	7984
625	1	2	23952
626	2	2	23633
627	3	0	7984
628	2	3	31617
629	2	2	23314
630	3	0	8304
631	3	1	15969
632	1	4	39283
633	2	2	23633
634	2	0	7985
635	2	4	42477
636	2	3	33214
637	1	0	7984
638	1	1	22995
639	2	1	16926
640	2	6	58445
641	3	0	11498
642	1	3	40241
643	1	3	40241
644	1	3	32576
645	1	5	50461
646	1	2	24272
647	1	4	39921
648	1	6	59722
649	1	6	57167
650	1	2	23634
651	1	3	31938
652	2	3	34492
653	1	3	31937
654	1	3	30660
655	2	0	7984
656	1	4	39922
657	2	1	15649
658	1	2	23953
659	3	2	24911
660	3	2	23953
661	1	1	15649
662	1	2	23953
663	1	5	49183
664	1	1	15649
665	2	3	31617
666	1	1	15969
667	4	2	24591
668	2	0	8303
669	1	7	65152
670	1	5	48225
671	1	4	39602
672	2	0	7984
673	2	0	7984
674	3	2	23953
675	2	4	39602
676	2	3	30979
677	1	6	54613
678	1	5	50780
679	2	2	23953
680	1	2	23953
681	1	3	31937
682	4	0	7984
683	2	2	23314
684	2	3	30979
685	1	2	23634
686	2	3	31299
687	1	4	39602
688	1	4	38963
689	1	1	16288
690	1	4	38963
691	3	0	7984
692	3	0	7984
693	1	3	31298
694	1	1	15969
695	2	3	30659
696	1	2	23634
697	1	4	39602
698	2	2	24592
699	1	4	39922
700	1	2	23633
701	1	1	16288
702	1	2	23314
703	1	2	22995
704	1	3	31298
705	2	5	52696
706	1	1	17885
707	1	7	65471
708	1	3	277533
709	1	3	31937
710	2	3	32256
711	1	5	48864
712	2	2	23953
713	1	2	23633
714	1	3	31618
715	3	0	7985
716	1	4	39283
717	2	6	56528
718	2	2	23314
719	2	1	22675
720	3	0	8943
721	1	3	31937
722	1	4	40241
723	2	2	23315
724	1	1	16288
725	1	1	16288
726	2	3	31617
727	1	3	31937
728	1	4	41518
729	1	3	31298
730	1	10	93256
731	3	0	7984
732	1	0	8304
733	3	2	25550
734	1	3	31618
735	3	3	33534
736	3	0	8303
737	1	4	45989
738	2	0	8304
739	1	4	40240
740	2	4	40880
741	2	1	16607
742	2	3	32256
743	1	1	15968
744	1	1	22037
745	2	7	67706
746	2	2	25230
747	1	4	39283
748	2	4	39922
749	1	1	17246
750	1	1	15968
751	2	4	39283
752	2	0	8304
753	2	3	32257
754	3	3	31299
755	3	0	8304
756	2	1	15968
757	2	2	22995
758	1	4	41198
759	2	4	41199
760	1	5	47267
761	1	0	7985
762	2	4	38644
763	2	4	38963
764	3	0	7984
765	1	3	31937
766	1	1	16607
767	1	1	18843
768	2	0	9581
769	1	3	34173
770	1	4	39921
771	1	3	33534
772	1	1	15968
773	1	4	39602
774	2	2	24272
775	1	3	31618
776	1	2	26188
777	1	5	48225
778	1	4	44392
779	1	8	73455
780	2	2	22994
781	2	3	31937
782	1	2	23633
783	1	3	31298
784	1	4	40560
785	1	1	15649
786	3	0	7984
787	2	4	38963
788	2	3	30660
789	2	3	31298
790	1	1	15649
791	2	1	16608
792	1	5	48864
793	2	3	31617
794	2	0	10220
795	1	3	33215
796	2	0	8304
797	1	4	40879
798	2	1	16607
799	2	1	15969
800	1	3	31299
801	2	4	40241
802	1	2	23314
803	1	3	30979
804	1	1	16288
805	2	0	7984
806	2	5	46628
807	1	3	31617
808	2	1	15330
809	1	3	30979
810	2	3	31618
811	1	3	31618
812	1	1	15968
813	3	0	7984
814	1	4	40241
815	3	2	24592
816	1	5	48225
817	2	0	8304
818	2	2	22994
819	1	2	23314
820	1	2	23633
821	1	2	23633
822	1	3	30979
823	1	3	32576
824	1	3	34811
825	1	2	23953
826	1	3	31618
827	3	1	16288
828	2	3	31298
829	2	3	31299
830	1	5	47906
831	3	0	7985
832	2	1	15969
833	1	4	41199
834	2	0	8304
835	2	4	43754
836	1	2	23315
837	2	3	31937
838	1	3	31298
839	1	1	16288
840	3	0	7664
841	1	1	15330
842	1	0	7984
843	1	5	46308
844	2	5	47267
845	3	2	24273
846	3	0	8303
847	2	0	7665
848	1	1	15969
849	2	3	31299
850	1	2	24591
851	1	4	39921
852	1	4	39283
853	1	9	80801
854	2	3	31298
855	2	2	23633
856	2	1	15969
857	2	4	39283
858	2	3	31299
859	1	6	57167
860	1	3	31299
861	1	1	16288
862	1	0	8303
863	2	2	23314
864	2	2	23634
865	1	7	64832
866	2	0	8304
867	1	0	8304
868	3	0	7984
869	1	1	15968
870	2	2	24272
871	3	0	8304
872	2	0	7984
873	3	4	157770
874	1	1	15968
875	1	4	39922
876	2	4	39282
877	2	6	62277
878	4	2	25231
879	2	2	23314
880	1	5	47906
881	1	3	31937
882	1	0	7984
883	2	3	30979
884	1	1	15968
885	1	3	30660
886	1	2	23634
887	1	6	59403
888	1	2	23953
889	1	2	22994
890	1	2	22995
891	1	3	30979
892	1	2	24592
893	2	0	7984
894	2	0	7984
895	1	3	39602
896	2	8	75691
897	1	2	30979
898	1	3	33534
899	2	4	41837
900	1	0	9581
901	1	3	32576
902	2	5	49822
903	2	4	40241
904	1	2	23953
905	1	1	15968
906	2	1	15969
907	1	2	23315
908	1	2	23952
909	1	3	31937
910	1	5	47587
911	2	4	38644
912	1	3	32256
913	2	4	40560
914	2	0	7984
915	2	6	54293
916	2	6	57168
917	2	0	9901
918	2	6	59723
919	1	0	8942
920	2	4	40241
921	3	2	23953
922	1	2	23953
923	2	0	7984
924	1	7	66748
925	1	3	34173
926	1	1	16608
927	2	3	32256
928	1	4	38644
929	1	2	24272
930	1	4	40560
931	2	0	7984
932	1	2	22994
933	1	1	15968
934	2	6	57807
935	1	6	60361
936	2	1	15650
937	2	7	63875
938	2	2	24273
939	2	2	23314
940	2	4	42157
941	2	1	16288
942	2	0	7984
943	1	9	82717
944	1	0	10859
945	1	6	55890
946	2	3	31298
947	1	7	66429
948	1	1	15969
949	1	5	48863
950	2	2	23633
951	1	1	15650
952	1	2	23633
953	2	3	31937
954	1	4	40560
955	1	4	40241
956	2	2	23953
957	1	3	30979
958	1	0	7985
959	2	3	31298
960	2	0	7985
961	3	0	7985
962	1	3	31618
963	1	3	30979
964	2	2	24272
965	2	2	23953
966	2	1	15968
967	2	5	48864
968	3	0	7985
969	2	4	39922
970	2	3	31937
971	2	3	31618
972	2	3	32576
973	1	4	41518
974	2	1	15650
975	1	2	22675
976	4	0	8304
977	1	3	31937
978	1	1	15968
979	2	3	31618
980	2	4	39921
981	1	1	15968
982	2	3	32895
983	2	4	45670
984	1	2	23953
985	2	5	48225
986	2	7	68026
987	2	7	65472
988	1	2	25231
989	1	3	37367
990	2	0	8304
991	1	5	48544
992	1	0	7985
993	2	2	23633
994	3	0	7984
995	1	0	8623
996	2	1	15330
997	1	2	24273
998	1	4	38324
999	2	6	57807
1000	1	4	40560
1001	1	2	23952
1002	1	4	42796
1003	2	6	56209
1004	2	3	31618
1005	2	3	31618
1006	1	3	31298
1007	1	5	47267
1008	2	5	46948
1009	2	3	31298
1010	2	0	7984
1011	1	5	47267
1012	2	3	32256
1013	1	1	15650
1014	1	3	31618
1015	1	2	23634
1016	2	6	57486
1017	1	1	15969
1018	2	7	64513
1019	1	7	63236
1020	2	4	47906
1021	2	5	46948
1022	1	2	23953
1023	2	6	55890
1024	1	0	8304
1025	1	0	7984
1026	2	0	7984
1027	2	4	39282
1028	1	2	24273
1029	1	3	31299
1030	1	2	22994
1031	2	3	30659
1032	2	1	16288
1033	2	2	23314
1034	1	1	15649
1035	1	6	57487
1036	2	0	7984
1037	2	0	7984
1038	2	3	30979
1039	1	4	39921
1040	2	4	39282
1041	1	1	19801
1042	2	3	31298
1043	1	0	8303
1044	2	6	56209
1045	2	3	30340
1046	1	6	56848
1047	2	5	49503
1048	1	2	23314
1049	2	4	38963
1050	2	0	7984
1051	2	5	46948
1052	2	0	7665
1053	2	2	30021
1054	1	1	16927
1055	2	7	65471
1056	1	0	9581
1057	1	2	23633
1058	2	3	31618
1059	1	6	56529
1060	1	6	59083
1061	2	3	32576
1062	2	3	31618
1063	1	3	30979
1064	1	3	31937
1065	1	3	33215
1066	1	0	8623
1067	1	1	15330
1068	2	2	23952
1069	1	2	23953
1070	1	12	116570
1071	1	3	30979
1072	1	4	40560
1073	2	4	39921
1074	1	0	8303
1075	1	2	22356
1076	2	0	7984
1077	3	3	31618
1078	2	2	23953
1079	2	3	34173
1080	1	7	65471
1081	2	1	16288
1082	2	4	38964
1083	2	0	7984
1084	2	4	41518
1085	2	4	39282
1086	1	3	30979
1087	2	3	30979
1088	2	3	31298
1089	1	2	23314
1090	1	3	32896
1091	1	4	39602
1092	2	0	7984
1093	1	6	59084
1094	2	2	24272
1095	1	1	16607
1096	3	0	11817
1097	1	3	35770
1098	1	2	23634
1099	1	1	15969
1100	1	6	58764
1101	2	3	31617
1102	2	6	55251
1103	1	1	15969
1104	1	1	15330
1105	3	0	7665
1106	1	0	8304
1107	2	3	31298
1108	1	4	39921
1109	1	6	56209
1110	1	3	32256
1111	1	2	23633
1112	1	4	39922
1113	2	1	15650
1114	3	5	48863
1115	2	3	30979
1116	1	2	23314
1117	2	5	47905
1118	2	0	7664
1119	1	1	15968
1120	2	2	24273
1121	2	5	47906
1122	1	3	31618
1123	1	2	23634
1124	1	1	15649
1125	2	7	65790
1126	2	1	15969
1127	1	2	23633
1128	1	6	68665
1129	1	0	8304
1130	1	6	54931
1131	2	2	22995
1132	1	5	50141
1133	1	4	40241
1134	3	0	7984
1135	1	4	38324
1136	1	7	69622
1137	1	1	29063
1138	1	2	23634
1139	1	2	25869
1140	1	5	48225
1141	1	7	71220
1142	1	2	24591
1143	1	4	41199
1144	1	3	31937
1145	2	1	17885
1146	2	3	32895
1147	1	2	33215
1148	2	3	31298
1149	2	6	59723
1150	2	7	68664
1151	2	2	23953
1152	1	6	93575
1153	1	5	51738
1154	1	1	17885
1155	2	6	61000
1156	1	3	35131
1157	2	1	15969
1158	2	2	23953
1159	2	2	22994
1160	2	4	41838
1161	3	0	8304
1162	2	2	23953
1163	1	5	49183
1164	2	4	42157
1165	4	0	7984
1166	2	2	23953
1167	2	1	15968
1168	3	0	7984
1169	2	5	51738
1170	3	0	7984
1171	2	3	33853
1172	1	6	63236
1173	1	1	15969
1174	1	3	30979
1175	3	1	16288
1176	2	4	41198
1177	2	7	68665
1178	1	3	34172
1179	1	2	26508
1180	1	2	23314
1181	1	0	11178
1182	1	2	24592
1183	1	5	50141
1184	3	0	8304
1185	3	0	7984
1186	1	2	23634
1187	2	1	15968
1188	2	1	15968
1189	2	4	40880
1190	1	4	45031
1191	1	5	53335
1192	1	3	47586
1193	1	3	48863
1194	1	1	16607
1195	1	2	23953
1196	1	2	24272
1197	1	5	58764
1198	3	0	8303
1199	4	0	7984
1200	1	6	59403
1201	2	0	7985
1202	2	0	525365
1203	1	2	25550
1204	2	7	67388
1205	3	3	33534
1206	3	0	8304
1207	1	2	23634
1208	2	4	41518
1209	1	3	32575
1210	2	4	42477
1211	1	4	41837
1212	4	0	8304
1213	4	2	24272
1214	2	2	22675
1215	2	4	40879
1216	1	0	8303
1217	2	5	58765
1218	2	1	16288
1219	3	0	8623
1220	1	1	15969
1221	3	0	7984
1222	1	1	16607
1223	1	3	33534
1224	2	0	7985
1225	2	4	39602
1226	1	2	23953
1227	1	1	17885
1228	1	3	33853
1229	1	3	32576
1230	1	2	26188
1231	2	2	22676
1232	1	1	16288
1233	1	3	34173
1234	1	4	41199
1235	2	1	15649
1236	1	6	60680
1237	1	2	23633
1238	1	2	26188
1239	2	4	40561
1240	2	4	39921
1241	3	1	15968
1242	1	5	52058
1243	1	1	15968
1244	1	5	58125
1245	1	3	33854
1246	1	1	16288
1247	1	4	43435
1248	1	1	15969
1249	3	1	15649
1250	1	3	39922
1251	2	5	50780
1252	1	5	52377
1253	2	3	32896
1254	2	2	26189
1255	2	4	41519
1256	1	7	68665
1257	1	4	39282
1258	1	8	83676
1259	1	2	23952
1260	1	3	32256
1261	1	3	31298
1262	2	4	40240
1263	2	3	30659
1264	2	0	7985
1265	2	5	47586
1266	1	3	31618
1267	1	3	31298
1268	2	3	31618
1269	2	5	49503
1270	1	4	40879
1271	1	4	39921
1272	2	0	7985
1273	1	3	31618
1274	3	2	23314
1275	1	6	56848
1276	2	3	34173
1277	1	5	56529
1278	3	0	7984
1279	1	2	23634
1280	3	0	7984
1281	1	2	24272
1282	1	8	75052
1283	1	1	15968
1284	1	6	56528
1285	2	5	46948
1286	1	1	15969
1287	2	0	8304
1288	1	1	15969
1289	2	0	8304
1290	1	2	23633
1291	2	10	90382
1292	2	2	23953
1293	1	1	16288
1294	1	3	30660
1295	2	2	23634
1296	3	2	23633
1297	1	4	40240
1298	1	1	16288
1299	1	7	68984
1300	2	4	41198
1301	1	1	15649
1302	3	0	7984
1303	1	2	22994
1304	1	1	15968
1305	1	4	39602
1306	3	0	7984
1307	2	0	7984
1308	1	2	23633
1309	1	1	15969
1310	2	4	46309
1311	3	0	8623
1312	1	2	23314
1313	3	0	8303
1314	2	2	23314
1315	1	1	15649
1316	2	2	23314
1317	1	1	16288
1318	1	2	27786
1319	1	3	34172
1320	2	2	24592
1321	2	3	31298
1322	1	1	15969
1323	1	6	60680
1324	1	4	38644
1325	2	6	57806
1326	3	0	8303
1327	4	0	7984
1328	1	1	15969
1329	1	3	31618
1330	2	3	30340
1331	3	0	7984
1332	1	3	34492
1333	1	0	8303
1334	2	0	8304
1335	2	3	34173
1336	2	3	32895
1337	1	1	16288
1338	1	2	25231
1339	1	3	31618
1340	1	2	23314
1341	2	0	7984
1342	1	3	33854
1343	1	5	49822
1344	1	6	59722
1345	2	5	49183
1346	2	11	107628
1347	1	3	33854
1348	1	1	15968
1349	1	5	50781
1350	1	0	8623
1351	1	7	68664
1352	3	0	7984
1353	2	4	45351
1354	1	6	57487
1355	1	3	31618
1356	2	6	57806
1357	2	4	38963
1358	1	2	24911
1359	2	2	22676
1360	2	2	23633
1361	1	1	16287
1362	3	0	7984
1363	1	3	34173
1364	2	2	25869
1365	2	5	50461
1366	2	5	53654
1367	1	2	24911
1368	1	3	35131
1369	1	3	33854
1370	2	1	19481
1371	1	2	23634
1372	1	4	44073
1373	1	0	14052
1374	1	3	37047
1375	1	5	54932
1376	3	1	16926
1377	1	4	46948
1378	2	0	8304
1379	2	1	16288
1380	1	6	60361
1381	2	1	15969
1382	2	2	23952
1383	1	2	24591
1384	2	2	24272
1385	2	0	8304
1386	1	6	55251
1387	2	6	57168
1388	2	3	30979
1389	1	7	63555
1390	1	1	16288
1391	1	5	46309
1392	3	0	7985
1393	2	8	72816
1394	1	1	16288
1395	1	4	43754
1396	2	4	38005
1397	1	4	40880
1398	1	4	39283
1399	1	0	8623
1400	1	4	39602
1401	2	0	7984
1402	1	3	30979
1403	3	2	24592
1404	2	6	59084
1405	2	6	61000
1406	2	3	30340
1407	1	5	47267
1408	1	9	82717
1409	1	6	56848
1410	2	0	7984
1411	1	4	38005
1412	1	3	31298
1413	3	2	23314
1414	2	0	7984
1415	2	3	32576
1416	1	5	47586
1417	1	6	56529
1418	1	0	7984
1419	1	4	44712
1420	3	0	9581
1421	2	3	32257
1422	1	3	33215
1423	3	2	23633
1424	1	3	31618
1425	1	1	17885
1426	1	4	39602
1427	1	2	23633
1428	2	3	31618
1429	1	0	8303
1430	2	2	23314
1431	2	4	39602
1432	1	5	47587
1433	2	0	7665
1434	1	5	47266
1435	2	6	55252
1436	2	5	46947
1437	3	0	7985
1438	2	0	7665
1439	3	0	7665
1440	2	0	7665
1441	1	5	47587
1442	1	1	16288
1443	2	4	39602
1444	3	1	15969
1445	2	6	55571
1446	1	3	30979
1447	2	5	46629
1448	3	3	31618
1449	1	2	23633
1450	2	2	23314
1451	2	4	38644
1452	2	8	70262
1453	1	3	31618
1454	2	3	31299
1455	1	3	31938
1456	1	2	23314
1457	2	4	38644
1458	1	6	55570
1459	3	0	8303
1460	1	5	48544
1461	2	1	15649
1462	2	2	23634
1463	1	0	8303
1464	1	1	15330
1465	1	0	8304
1466	2	4	40560
1467	1	1	15969
1468	1	3	30659
1469	2	0	8304
1470	3	3	32257
1471	2	0	7984
1472	1	2	22995
1473	1	6	59084
1474	2	0	7984
1475	1	3	31618
1476	1	2	23633
1477	3	0	8303
1478	1	1	15968
1479	1	4	38644
1480	2	4	39922
1481	3	0	7665
1482	2	2	23315
1483	3	0	7984
1484	1	6	58445
1485	1	2	23953
1486	2	6	57167
1487	2	4	38963
1488	1	3	36089
1489	3	1	20440
1490	1	0	8303
1491	3	1	16607
1492	2	5	48544
1493	1	1	16926
1494	1	3	32256
1495	1	2	23315
1496	1	5	47586
